Index	p_value	Fold_Change	type	-Log10P	Log2FC
Q99KY4	0.557355306	0.773582941	Insignificant	0.25386786	-0.370372115
Q99L04	0.05212161	0.991421148	Insignificant	1.282982181	-0.012430061
Q99L13	0.27942968	1.137116629	Insignificant	0.553727466	0.185380233
Q99L20	0.000435568	1.194270851	Insignificant	3.36094425	0.256130065
Q99L27	0.488777999	0.926873062	Insignificant	0.310888351	-0.109556324
Q99L43	0.655743916	0.801388053	Insignificant	0.18326573	-0.319427093
Q99L45	0.613698433	1.087407483	Insignificant	0.212044986	0.120892662
Q99L47	0.363493171	0.687692699	Insignificant	0.439503744	-0.540164066
Q99L88	0.715064128	0.931554681	Insignificant	0.145655008	-0.102287639
Q99LB0	0.847943961	1.129214084	Insignificant	0.071632849	0.175319028
Q99LB2	0.163178905	0.889126803	Insignificant	0.787335987	-0.169538911
Q99LB6	0.506320463	0.935351173	Insignificant	0.29557452	-0.096419976
Q99LB7	0.001014592	1.375537544	Up	2.993708485	0.459995517
Q99LC2	0.930669943	0.870513834	Insignificant	0.031204312	-0.20006087
Q99LC3	0.010410609	1.056161286	Insignificant	1.982523846	0.078830165
Q99LC5	0.08558569	1.118989521	Insignificant	1.067598845	0.162196525
Q99LC8	0.478159706	0.848303545	Insignificant	0.320427024	-0.237347504
Q99LC9	0.337471931	0.857026055	Insignificant	0.471762343	-0.222589029
Q99LD4	0.98734829	1.040717045	Insignificant	0.005529622	0.057577876
Q99LD8	0.586658304	0.641459188	Insignificant	0.231614777	-0.640570617
Q99LD9	0.844749014	0.824000557	Insignificant	0.073272306	-0.279282782
Q99LE6	0.197182736	0.934462924	Insignificant	0.705131111	-0.09779067
Q99LF4	0.330287341	0.883900997	Insignificant	0.481108072	-0.178043307
Q99LG0	0.76983598	0.645159231	Insignificant	0.113601795	-0.63227282
Q99LG2	0.964521508	0.883842228	Insignificant	0.015688084	-0.178139233
Q99LI2	0.681843785	0.777868273	Insignificant	0.166315114	-0.362402231
Q99LI7	0.546370475	0.849392817	Insignificant	0.262512778	-0.235496187
Q99LI8	0.698742256	0.813104922	Insignificant	0.155682992	-0.298486567
Q99LJ1	0.53596525	1.103888583	Insignificant	0.270863367	0.142594566
Q99LM2	0.469365596	0.764470318	Insignificant	0.328488747	-0.387467607
Q99LN9	0.472896047	1.05353942	Insignificant	0.325234316	0.075244296
Q99LP6	0.707677849	0.90496777	Insignificant	0.150164398	-0.144061683
Q99LR1	0.127292726	0.514621674	Insignificant	0.895196413	-0.958415875
Q99LS3	0.964521508	1.071608916	Insignificant	0.015688084	0.09977849
Q99LT0	0.930260539	0.974201758	Insignificant	0.031395401	-0.037707509
Q99LX0	0.773347995	0.941152849	Insignificant	0.111625036	-0.087499051
Q99LY9	0.223136706	1.316001204	Insignificant	0.651428982	0.396160808
Q99M01	0.378360895	1.495753415	Insignificant	0.422093756	0.580872357
Q99M04	0.607073137	1.092717487	Insignificant	0.216758984	0.127920453
Q99M15	0.301379771	0.434672696	Insignificant	0.520885901	-1.201998619
Q99M28	0.822110172	1.055382947	Insignificant	0.085069978	0.077766578
Q99M31	0.987666463	1.0496407	Insignificant	0.005389693	0.069895566
Q99M51	0.669355168	0.852736077	Insignificant	0.174343379	-0.229828801
Q99M71	0.758302979	0.768030701	Insignificant	0.120157238	-0.380764112
Q99M87	0.796055674	0.96691895	Insignificant	0.099056558	-0.048533131
Q99MD9	0.576186236	0.898088816	Insignificant	0.23943712	-0.155069969
Q99ME9	0.203064384	0.263599532	Insignificant	0.692366243	-1.923580287
Q99MI1	0.904628055	0.93642931	Insignificant	0.043529947	-0.094758004
Q99MK8	0.621314775	0.809290674	Insignificant	0.206688318	-0.305270125
Q99MN1	0.373236175	1.079095356	Insignificant	0.42801627	0.109822357
Q99MN9	0.051319448	1.174400533	Insignificant	1.289718024	0.231924528
Q99MP8	0.501976278	0.877466767	Insignificant	0.299316806	-0.188583609
Q99MR3	0.109699371	0.472904194	Insignificant	0.959795862	-1.080380158
Q99MR6	0.551980527	0.819766357	Insignificant	0.258076243	-0.286715311
Q99MR8	0.025189459	0.994866094	Insignificant	1.598781154	-0.007425738
Q99MZ3	0.422345614	0.942699718	Insignificant	0.374332012	-0.085129798
Q99MZ7	0.081083698	1.012317456	Insignificant	1.09106645	0.017661781
Q99N16	0.953076369	1.105933671	Insignificant	0.020872298	0.145264862
Q99N50	0.783896708	1.296281822	Insignificant	0.105741159	0.374379406
Q99N85	0.786831115	0.930518849	Insignificant	0.104118474	-0.10389272
Q99N87	0.362757357	0.958435275	Insignificant	0.440383771	-0.061247088
Q99N89	0.41652621	0.840451883	Insignificant	0.380357665	-0.25076287
Q99N91	0.25164651	3.116578192	Insignificant	0.599209089	1.639962909
Q99N92	0.546843268	0.887080254	Insignificant	0.26213713	-0.172863464
Q99N93	0.553475933	1.22947845	Insignificant	0.256901259	0.298046448
Q99N94	0.543696528	1.047500809	Insignificant	0.26464344	0.066951358
Q99N95	0.158706919	0.960775088	Insignificant	0.799404139	-0.057729351
Q99N96	0.371338108	1.441064315	Insignificant	0.43023048	0.527134725
Q99NB9	0.175298704	0.951553262	Insignificant	0.756221294	-0.071643683
Q99NF1	0.977886645	0.940119511	Insignificant	0.009711485	-0.089083926
Q99NH0	0.502881815	0.540653474	Insignificant	0.298534069	-0.887223886
Q99NH2	0.537242733	0.987921184	Insignificant	0.26982945	-0.017532146
Q99P27	0.582459963	0.8296688	Insignificant	0.234733922	-0.26939256
Q99P30	0.199571987	1.461390667	Insignificant	0.69990042	0.547341899
Q99P31	0.219308415	0.35075098	Insignificant	0.658944703	-1.51148096
Q99P72	0.084124839	0.621077529	Insignificant	1.075075753	-0.687154724
Q99P88	0.641997184	0.929381092	Insignificant	0.192466877	-0.105657801
Q99P91	0.630928449	0.080662077	Insignificant	0.200019889	-3.63196563
Q99PE8	0.211984079	0.871947618	Insignificant	0.673696756	-0.197686628
Q99PG0	0.98419422	0.977904048	Insignificant	0.00691919	-0.03223518
Q99PG2	0.757044402	0.771069672	Insignificant	0.120878648	-0.37506687
Q99PI5	0.494424497	0.760958901	Insignificant	0.305900019	-0.394109558
Q99PL5	0.589335176	0.880645152	Insignificant	0.229637636	-0.18336728
Q99PL6	0.169195739	0.788208097	Insignificant	0.771610578	-0.343351525
Q99PM3	0.683355971	0.52095949	Insignificant	0.165353006	-0.940756903
Q99PT1	0.570016819	0.772796242	Insignificant	0.24411233	-0.371840016
Q99PU8	0.864245448	1.029040962	Insignificant	0.063362899	0.041300412
Q99PV0	0.24127389	0.935612477	Insignificant	0.617489674	-0.096016993
Q99PW4	0.719586639	0.646571667	Insignificant	0.142916909	-0.629117806
Q9BCZ4	0.983136437	0.842279587	Insignificant	0.007386208	-0.247628892
Q9CPP0	0.823482662	0.53913129	Insignificant	0.08434554	-0.891291453
Q9CPP6	0.196701086	1.1590027	Insignificant	0.706193242	0.212883927
Q9CPQ1	0.29039438	1.57502397	Insignificant	0.537011793	0.655373785
Q9CPQ3	0.280565586	0.718039314	Insignificant	0.551965601	-0.477865258
Q9CPQ8	0.301379771	1.21448931	Insignificant	0.520885901	0.280349791
Q9CPR1	0.822110172	0.952889175	Insignificant	0.085069978	-0.069619662
Q9CPR4	0.851365074	0.929363537	Insignificant	0.06988417	-0.105685053
Q9CPR5	0.67088232	1.388704733	Insignificant	0.173353653	0.473739885
Q9CPS6	0.883213506	1.229682371	Insignificant	0.053934298	0.298285714
Q9CPS7	0.464638729	0.086453834	Insignificant	0.332884594	-3.53192625
Q9CPT3	0.727030574	0.894732838	Insignificant	0.138447325	-0.160471129
Q9CPT4	0.285437058	0.782666948	Insignificant	0.544489644	-0.353529574
Q9CPT5	0.445081328	0.451729319	Insignificant	0.351560625	-1.146469541
Q9CPU0	0.327413652	1.175446022	Insignificant	0.484903215	0.23320829
Q9CPU2	0.687350837	1.434982214	Insignificant	0.162821534	0.521032855
Q9CPU4	0.728628313	1.380400073	Insignificant	0.137493957	0.465086455
Q9CPV3	0.938279585	1.392588312	Insignificant	0.027667733	0.47776882
Q9CPV4	0.783816189	1.014036836	Insignificant	0.105785771	0.020110061
Q9CPW2	0.675393491	1.428522807	Insignificant	0.170443129	0.514524069
Q9CPW4	0.619841176	0.817133413	Insignificant	0.207719577	-0.291356449
Q9CPW9	0.671842576	1.091846537	Insignificant	0.172732478	0.126770095
Q9CPX6	0.992313008	1.035100498	Insignificant	0.003351315	0.049770845
Q9CPX7	0.642996631	0.864176117	Insignificant	0.191791302	-0.210602735
Q9CPX8	0.27942968	1.418549259	Insignificant	0.553727466	0.504416249
Q9CPY1	0.517642405	1.127955651	Insignificant	0.285970154	0.173710345
Q9CPY7	0.389721641	1.139364417	Insignificant	0.409245477	0.188229256
Q9CPZ6	0.895836015	0.887315011	Insignificant	0.047771482	-0.172481719
Q9CPZ8	0.693037926	1.042764235	Insignificant	0.159242998	0.060413007
Q9CQ02	0.507149379	1.417255416	Insignificant	0.294864102	0.503099782
Q9CQ06	0.964521508	0.932898158	Insignificant	0.015688084	-0.100208501
Q9CQ10	0.502881815	0.647921062	Insignificant	0.298534069	-0.626110039
Q9CQ19	0.784350137	0.798807785	Insignificant	0.105490023	-0.324079702
Q9CQ22	0.38209914	0.734228427	Insignificant	0.41782394	-0.445699124
Q9CQ40	0.599953633	1.296721796	Insignificant	0.221882313	0.374868991
Q9CQ43	0.50096029	1.766835011	Insignificant	0.300196698	0.821167326
Q9CQ45	0.847473928	0.687195427	Insignificant	0.071873654	-0.541207659
Q9CQ49	0.891531032	0.968937897	Insignificant	0.049863536	-0.045523894
Q9CQ54	0.17332183	1.195267503	Insignificant	0.761146733	0.257333532
Q9CQ56	0.97587656	0.91643489	Insignificant	0.010605113	-0.12589571
Q9CQ60	0.69830353	0.928185548	Insignificant	0.155955762	-0.107514861
Q9CQ62	0.21744483	1.03297549	Insignificant	0.662650914	0.046806024
Q9CQ65	0.730098429	0.908155634	Insignificant	0.136618586	-0.138988535
Q9CQ69	0.141445607	1.205600623	Insignificant	0.849410535	0.269752068
Q9CQ71	0.831389918	0.946797905	Insignificant	0.080195246	-0.078871581
Q9CQ73	0.913981893	0.936701918	Insignificant	0.039062408	-0.094338075
Q9CQ75	0.477354145	0.910545131	Insignificant	0.321159302	-0.135197569
Q9CQ80	0.786513234	0.874059898	Insignificant	0.104293965	-0.194195946
Q9CQ85	0.686302507	0.780135703	Insignificant	0.163484415	-0.358202996
Q9CQ86	0.731695979	0.920820829	Insignificant	0.135669332	-0.119007627
Q9CQ89	0.737260712	0.894075975	Insignificant	0.132378909	-0.161530664
Q9CQ91	0.179778231	0.887605958	Insignificant	0.745262898	-0.172008743
Q9CQ92	0.445650369	0.890717992	Insignificant	0.351005729	-0.166959359
Q9CQA1	0.145232897	0.436521359	Insignificant	0.837935	-1.19587585
Q9CQA3	0.275308335	1.170148127	Insignificant	0.560180641	0.22669117
Q9CQA6	0.851365074	0.508766769	Insignificant	0.06988417	-0.974923654
Q9CQA9	0.989661738	1.117639531	Insignificant	0.00451322	0.160454955
Q9CQB2	0.925572115	0.84511949	Insignificant	0.033589738	-0.242772758
Q9CQB5	0.774917618	0.933251065	Insignificant	0.110744465	-0.099662845
Q9CQC6	0.318671419	0.840343609	Insignificant	0.496656886	-0.250948742
Q9CQC7	0.890171577	0.988474827	Insignificant	0.050526277	-0.016723869
Q9CQC9	0.337471931	0.842625427	Insignificant	0.471762343	-0.247036644
Q9CQD1	0.518768508	0.842355124	Insignificant	0.285026396	-0.247499515
Q9CQE1	0.514758621	1.080691822	Insignificant	0.288396371	0.111955172
Q9CQE3	0.524375799	0.876063597	Insignificant	0.28035736	-0.19089249
Q9CQE5	0.900669307	0.932616081	Insignificant	0.045434637	-0.100644788
Q9CQE7	0.690384837	1.088685687	Insignificant	0.160908756	0.122587495
Q9CQE8	0.540738945	0.860726351	Insignificant	0.267012351	-0.216373457
Q9CQF0	0.557355306	0.945455231	Insignificant	0.25386786	-0.080918949
Q9CQF3	0.749203061	1.035048571	Insignificant	0.125400457	0.04969847
Q9CQF4	0.742279622	0.875609197	Insignificant	0.129432462	-0.191640986
Q9CQF6	0.378360895	1.311207394	Insignificant	0.422093756	0.390895895
Q9CQF8	0.118110165	2.070879848	Insignificant	0.927712722	1.050243851
Q9CQF9	0.241180475	0.808268228	Insignificant	0.617657854	-0.307093956
Q9CQG1	0.828798608	0.99302103	Insignificant	0.081550987	-0.010103824
Q9CQH3	0.276612366	1.178763959	Insignificant	0.558128409	0.237274855
Q9CQH7	0.976345032	0.94165187	Insignificant	0.010396679	-0.086734302
Q9CQI3	0.506320463	0.833128021	Insignificant	0.29557452	-0.263389893
Q9CQI6	0.368707457	0.501265038	Insignificant	0.433318079	-0.996354482
Q9CQI7	0.477249057	0.597122142	Insignificant	0.321254921	-0.743902028
Q9CQJ6	0.761549364	0.797503114	Insignificant	0.11830194	-0.326437943
Q9CQJ8	0.566922712	1.050704856	Insignificant	0.246476144	0.071357472
Q9CQK7	0.472281771	0.757170945	Insignificant	0.325798816	-0.401309044
Q9CQL4	0.546025301	1.422918204	Insignificant	0.262787233	0.508852731
Q9CQL5	0.377463386	1.7830803	Insignificant	0.423125169	0.834371675
Q9CQM5	0.52274569	0.751047069	Insignificant	0.281709539	-0.413024768
Q9CQM9	0.8979964	0.977546265	Insignificant	0.046725404	-0.032763111
Q9CQN1	0.423291968	1.1426779	Insignificant	0.373359972	0.192418791
Q9CQN3	0.434477982	0.994991095	Insignificant	0.362032228	-0.007244482
Q9CQN6	0.073175267	1.239990112	Insignificant	1.135635687	0.310328616
Q9CQN7	0.266823963	0.95801351	Insignificant	0.57377517	-0.061882094
Q9CQP0	0.614198975	1.220880741	Insignificant	0.211690912	0.287922281
Q9CQQ7	0.095436975	1.322276224	Insignificant	1.020283336	0.403023588
Q9CQQ8	0.99061616	0.936483368	Insignificant	0.004094592	-0.094674723
Q9CQR2	0.110835784	0.790771809	Insignificant	0.955320002	-0.338666655
Q9CQR4	0.397618022	1.133908749	Insignificant	0.400533939	0.181304545
Q9CQR6	0.38156081	1.225850751	Insignificant	0.418436238	0.293783339
Q9CQS2	0.565584203	0.669757666	Insignificant	0.247502729	-0.578288906
Q9CQS8	0.279667828	0.542621688	Insignificant	0.55335749	-0.881981382
Q9CQT1	0.637523334	1.30846191	Insignificant	0.195503915	0.387871928
Q9CQT2	0.546611528	0.260024432	Insignificant	0.262321214	-1.94328091
Q9CQU0	0.145675512	0.674062665	Insignificant	0.836613446	-0.569045375
Q9CQU3	0.803741392	1.103816042	Insignificant	0.094883665	0.142499758
Q9CQV1	0.38586899	1.274303126	Insignificant	0.413560122	0.349708501
Q9CQV4	0.480811159	0.7447621	Insignificant	0.318025462	-0.425148438
Q9CQV5	0.275988171	0.966294822	Insignificant	0.559109532	-0.049464664
Q9CQV6	0.399489289	1.284035894	Insignificant	0.398494861	0.360685533
Q9CQV7	0.757044402	1.255185213	Insignificant	0.120878648	0.327900261
Q9CQV8	0.358390348	1.050579236	Insignificant	0.445643695	0.071184976
Q9CQW0	0.770837212	0.78463764	Insignificant	0.113037328	-0.34990155
Q9CQW1	0.784350137	0.893271916	Insignificant	0.105490023	-0.16282869
Q9CQW2	0.445519626	0.904091833	Insignificant	0.35113316	-0.145458773
Q9CQW3	0.206557275	0.154286789	Insignificant	0.684959505	-2.696313561
Q9CQW9	0.560489956	0.354002286	Insignificant	0.251432166	-1.49816942
Q9CQX2	0.650922685	0.854321962	Insignificant	0.186470593	-0.227148224
Q9CQX8	0.609704485	1.018501943	Insignificant	0.21488061	0.026448732
Q9CQY5	0.874448303	0.884419543	Insignificant	0.058265861	-0.17719719
Q9CQY6	0.930260539	0.862751969	Insignificant	0.031395401	-0.212982233
Q9CQZ1	0.478168483	0.399418222	Insignificant	0.320419053	-1.324027942
Q9CQZ5	0.583733855	1.102531036	Insignificant	0.233785118	0.140819268
Q9CQZ6	0.788096231	0.911187921	Insignificant	0.10342075	-0.134179473
Q9CR00	0.602901394	0.783209688	Insignificant	0.219753712	-0.352529484
Q9CR09	0.742485825	0.934573245	Insignificant	0.129311833	-0.097620359
Q9CR10	0.36827291	1.384380009	Insignificant	0.433830227	0.469240014
Q9CR13	0.259229704	0.424957018	Insignificant	0.586315236	-1.234611168
Q9CR16	0.511310453	1.043700541	Insignificant	0.291315328	0.061707833
Q9CR20	0.388963609	1.452232394	Insignificant	0.410091029	0.538272339
Q9CR21	0.539423252	0.827405614	Insignificant	0.268070337	-0.273333348
Q9CR24	0.203824549	2.167919396	Insignificant	0.69074351	1.116311118
Q9CR26	0.913986215	0.87447047	Insignificant	0.039060354	-0.193518429
Q9CR27	0.922080335	1.331083945	Insignificant	0.03523124	0.412601558
Q9CR29	0.77478092	0.373782023	Insignificant	0.110821083	-1.419730912
Q9CR35	0.63488355	0.232621161	Insignificant	0.197305926	-2.103945755
Q9CR39	0.182760535	1.735634103	Insignificant	0.738117579	0.795462839
Q9CR41	0.823390385	1.140852314	Insignificant	0.084394209	0.190112043
Q9CR51	0.26076684	0.503266715	Insignificant	0.583747636	-0.990604909
Q9CR57	0.412587454	1.373919598	Insignificant	0.384483982	0.45829758
Q9CR59	0.265523984	1.347499023	Insignificant	0.575896244	0.430284227
Q9CR61	0.345610732	1.145791202	Insignificant	0.46141278	0.196344165
Q9CR62	0.175165235	1.170578801	Insignificant	0.756552085	0.227222057
Q9CR63	0.730098429	2.096267171	Insignificant	0.136618586	1.067822601
Q9CR64	0.48052593	1.94620997	Insignificant	0.318283172	0.960667366
Q9CR67	0.169195739	0.613735406	Insignificant	0.771610578	-0.704311282
Q9CR68	0.106872381	1.129763194	Insignificant	0.971134516	0.176020406
Q9CR76	0.345106605	3.365725245	Insignificant	0.462046729	1.75091741
Q9CR86	0.373106017	0.756834458	Insignificant	0.428167747	-0.40195032
Q9CR88	0.857571428	1.122776467	Insignificant	0.066729697	0.167070731
Q9CR89	0.821656147	1.012655663	Insignificant	0.085309891	0.018143693
Q9CR95	0.669355168	1.2160375	Insignificant	0.174343379	0.282187719
Q9CR98	0.042438847	1.253003615	Up	1.372236424	0.325390577
Q9CRA0	0.465619543	0.835979441	Insignificant	0.3319688	-0.258460632
Q9CRA4	0.173742667	0.198256481	Insignificant	0.760093515	-2.334560065
Q9CRA5	0.426874764	0.892912966	Insignificant	0.369699519	-0.163408535
Q9CRA7	0.778963274	0.883428178	Insignificant	0.108483018	-0.178815246
Q9CRA8	0.760867841	1.0280844	Insignificant	0.118690771	0.039958707
Q9CRB0	0.611492339	1.272194189	Insignificant	0.21360898	0.347318902
Q9CRB2	0.766590135	0.827854448	Insignificant	0.115436774	-0.272550957
Q9CRB3	0.477676184	0.895706022	Insignificant	0.320866412	-0.15890279
Q9CRB8	0.211984079	1.401027393	Insignificant	0.673696756	0.486485164
Q9CRB9	0.426874764	1.221348713	Insignificant	0.369699519	0.288475169
Q9CRC8	0.981352072	0.950855199	Insignificant	0.008175156	-0.072702437
Q9CRD0	0.560489956	0.778506129	Insignificant	0.251432166	-0.361219698
Q9CRD2	0.386029997	0.910704797	Insignificant	0.413378947	-0.134944611
Q9CRT8	0.08479708	0.681279775	Insignificant	1.071619103	-0.553680716
Q9CS42	0.962006706	1.053002454	Insignificant	0.016821901	0.074508798
Q9CSH3	0.993413129	0.984260557	Insignificant	0.002870105	-0.022887814
Q9CSN1	0.54049586	0.839416179	Insignificant	0.267207628	-0.252541825
Q9CSU0	0.654384617	0.866030269	Insignificant	0.184166918	-0.207510645
Q9CT10	0.338489917	0.434307461	Insignificant	0.470454264	-1.203211357
Q9CU62	0.26076684	0.868747319	Insignificant	0.583747636	-0.202991475
Q9CUN6	0.760867841	1.710666483	Insignificant	0.118690771	0.774558514
Q9CV28	0.690288024	1.028195388	Insignificant	0.160969661	0.040114446
Q9CVB6	0.464638729	0.892059402	Insignificant	0.332884594	-0.164788313
Q9CW03	0.555192752	0.730747675	Insignificant	0.255556212	-0.45255476
Q9CW42	0.214530796	0.968774564	Insignificant	0.668510356	-0.045767109
Q9CW46	0.681843785	0.709052191	Insignificant	0.166315114	-0.496036271
Q9CWD8	0.119654879	0.692600193	Insignificant	0.922069589	-0.529905306
Q9CWE0	0.091904514	1.062070858	Insignificant	1.036663156	0.086880022
Q9CWG8	0.742485825	1.030836919	Insignificant	0.129311833	0.043816113
Q9CWI3	0.818276317	1.257037996	Insignificant	0.087100018	0.330028259
Q9CWJ9	0.465619543	0.875606203	Insignificant	0.3319688	-0.191645921
Q9CWK3	0.263956911	0.630286701	Insignificant	0.578466962	-0.665919872
Q9CWK8	0.133101653	0.757658042	Insignificant	0.875816551	-0.400381239
Q9CWL8	0.985763299	0.993828084	Insignificant	0.006227355	-0.008931784
Q9CWM4	0.549341218	0.791650641	Insignificant	0.260157814	-0.337064192
Q9CWP6	0.332813884	0.684722089	Insignificant	0.477798565	-0.54640954
Q9CWS0	0.842912435	0.987153198	Insignificant	0.074217539	-0.018654098
Q9CWU9	0.910843119	1.090467198	Insignificant	0.040556418	0.124946373
Q9CWW6	0.872017026	0.869605702	Insignificant	0.059475036	-0.201566694
Q9CWX2	0.063365827	1.159008379	Insignificant	1.198144892	0.212890996
Q9CWX9	0.644594029	1.132849664	Insignificant	0.190713722	0.17995642
Q9CWZ3	0.829711138	0.877240909	Insignificant	0.08107308	-0.188955003
Q9CWZ7	0.775859816	0.717250213	Insignificant	0.110216741	-0.479451603
Q9CX00	0.38649951	0.661407261	Insignificant	0.412851052	-0.596389211
Q9CX13	0.522016544	1.011639195	Insignificant	0.282315733	0.016694839
Q9CX30	0.597668982	0.926756279	Insignificant	0.223539283	-0.10973811
Q9CX34	0.517364762	0.61109993	Insignificant	0.286203154	-0.71051978
Q9CX56	0.786831115	0.935195248	Insignificant	0.104118474	-0.096660496
Q9CX80	0.632936059	0.766762054	Insignificant	0.198640161	-0.383149152
Q9CX86	0.223182932	0.307770776	Insignificant	0.651339022	-1.700071845
Q9CX98	0.97665753	1.062058649	Insignificant	0.010257697	0.086863437
Q9CXA2	0.997342102	0.986624704	Insignificant	0.001155847	-0.019426683
Q9CXD6	0.702139857	0.277151409	Insignificant	0.153576373	-1.851253752
Q9CXE7	0.267180203	0.709897484	Insignificant	0.573195725	-0.494317394
Q9CXF0	0.056698486	1.060827619	Insignificant	1.246428538	0.085190242
Q9CXF4	0.397729781	0.714066998	Insignificant	0.400411889	-0.485868652
Q9CXI0	0.372085081	1.423052656	Insignificant	0.429357743	0.508989046
Q9CXI5	0.935232996	0.962144883	Insignificant	0.029080179	-0.055673939
Q9CXJ1	0.962015905	1.104861857	Insignificant	0.016817748	0.143865998
Q9CXJ4	0.397729781	0.955390257	Insignificant	0.400411889	-0.065837931
Q9CXK8	0.400358254	0.745711414	Insignificant	0.397551213	-0.423310672
Q9CXN7	0.856540913	1.02609651	Insignificant	0.067251888	0.03716643
Q9CXR1	0.360605711	0.563200778	Insignificant	0.4429674	-0.828278768
Q9CXS4	0.301379771	1.093942198	Insignificant	0.520885901	0.12953651
Q9CXT8	0.643160192	0.970987754	Insignificant	0.191680844	-0.042474995
Q9CXV1	0.166536544	1.495308489	Insignificant	0.778490452	0.58044315
Q9CXW2	0.482034319	0.825394762	Insignificant	0.31692204	-0.276843812
Q9CXW3	0.223136706	0.710222176	Insignificant	0.651428982	-0.493657688
Q9CXW4	0.397750299	0.854573712	Insignificant	0.400389485	-0.226723156
Q9CXY6	0.560489956	0.885732752	Insignificant	0.251432166	-0.175056628
Q9CXY9	0.708000747	0.897820614	Insignificant	0.149966284	-0.155500874
Q9CXZ1	0.322681459	1.169192016	Insignificant	0.491225988	0.225511883
Q9CY02	0.666723361	1.743647278	Insignificant	0.176054328	0.802108227
Q9CY16	0.10036913	1.126845575	Insignificant	0.998399842	0.172289819
Q9CY18	0.941478108	0.986472904	Insignificant	0.026189774	-0.01964867
Q9CY27	0.721543976	0.731276172	Insignificant	0.141737195	-0.451511742
Q9CY50	0.327413652	0.91730334	Insignificant	0.484903215	-0.124529202
Q9CY57	0.488952141	0.707300642	Insignificant	0.310733648	-0.499604523
Q9CY58	0.446697612	0.841817953	Insignificant	0.349986369	-0.248419818
Q9CY62	0.381248858	0.820551928	Insignificant	0.418791448	-0.285333458
Q9CY64	0.542157054	0.860581129	Insignificant	0.265874887	-0.21661689
Q9CY66	0.392643493	0.693000087	Insignificant	0.406001596	-0.52907256
Q9CY73	0.502881815	0.806529115	Insignificant	0.298534069	-0.310201481
Q9CY97	0.906642127	0.819501369	Insignificant	0.042564106	-0.287181735
Q9CYA0	0.662269069	0.678656964	Insignificant	0.178965528	-0.559245565
Q9CYG7	0.726802074	0.754485221	Insignificant	0.138583842	-0.406435455
Q9CYH2	0.464638729	0.898769766	Insignificant	0.332884594	-0.153976501
Q9CYH6	0.864245448	0.672560323	Insignificant	0.063362899	-0.572264425
Q9CYI0	0.063515522	1.204562623	Insignificant	1.197120127	0.268509399
Q9CYI4	0.753815273	0.841487474	Insignificant	0.122735067	-0.248986299
Q9CYK1	0.756665846	0.54492282	Insignificant	0.121095869	-0.875876187
Q9CYN2	0.607160687	0.762023231	Insignificant	0.216696357	-0.392093114
Q9CYR0	0.895836015	1.03216589	Insignificant	0.047771482	0.045674859
Q9CYR6	0.243752322	0.867759802	Insignificant	0.613051239	-0.204632338
Q9CYS6	0.876180131	0.877685465	Insignificant	0.057406599	-0.188224079
Q9CYV5	0.954932487	0.925889693	Insignificant	0.020027332	-0.111087768
Q9CYW4	0.567217204	1.077728763	Insignificant	0.246250605	0.107994134
Q9CYX7	0.300353986	0.488676746	Insignificant	0.5223666	-1.033047641
Q9CYZ2	0.560087415	0.850408336	Insignificant	0.251744186	-0.233772356
Q9CYZ6	0.862135454	0.85288445	Insignificant	0.064424495	-0.229577798
Q9CZ04	0.67108217	0.686731005	Insignificant	0.1732243	-0.542182994
Q9CZ13	0.091904514	1.181651567	Insignificant	1.036663156	0.240804691
Q9CZ28	0.597668982	0.781270483	Insignificant	0.223539283	-0.356105986
Q9CZ30	0.72902781	1.013190951	Insignificant	0.137255904	0.018906097
Q9CZ42	0.453959641	1.076393513	Insignificant	0.342982756	0.106205601
Q9CZ44	0.38649951	0.785794329	Insignificant	0.412851052	-0.34777634
Q9CZ83	0.556069373	0.900726733	Insignificant	0.254871024	-0.150838614
Q9CZA6;Q9ERR1	0.716002821	0.591617721	Insignificant	0.145085267	-0.757262828
Q9CZB0	0.821657438	0.806868021	Insignificant	0.085309209	-0.309595383
Q9CZD3	0.071853865	0.700010097	Insignificant	1.143549865	-0.514552363
Q9CZD5	0.638405111	0.678020752	Insignificant	0.194903644	-0.560598665
Q9CZE3	0.295292345	0.58266345	Insignificant	0.529747811	-0.77926528
Q9CZG3	0.621314775	1.273575384	Insignificant	0.206688318	0.348884357
Q9CZG9	0.345610732	0.778718788	Insignificant	0.46141278	-0.360825661
Q9CZH3	0.673246939	0.734299926	Insignificant	0.171825612	-0.44555864
Q9CZJ2	0.929263987	1.084044339	Insignificant	0.031860893	0.116423766
Q9CZL5	0.472896047	1.1341557	Insignificant	0.325234316	0.181618712
Q9CZM2	0.922080335	0.958415865	Insignificant	0.03523124	-0.061276305
Q9CZN7	0.106897782	1.099727782	Insignificant	0.971031307	0.137146455
Q9CZN8	0.994127758	1.107650072	Insignificant	0.0025578	0.147502179
Q9CZP5	0.619450508	1.292396684	Insignificant	0.207993386	0.370048954
Q9CZR2	0.255460831	0.836560405	Insignificant	0.592675679	-0.257458378
Q9CZR8	0.423245187	1.055182286	Insignificant	0.373407972	0.077492251
Q9CZS1	0.438228342	0.468462562	Insignificant	0.358299538	-1.093994337
Q9CZU3	0.426874764	0.686883257	Insignificant	0.369699519	-0.541863177
Q9CZU6	0.689664896	1.069670626	Insignificant	0.161361879	0.097166629
