Index	p_value	Fold_Change	type	-Log10P	Log2FC
P62082	0.560489956	0.973628035	Insignificant	0.251432166	-0.038557384
P62137	0.97587656	1.045541579	Insignificant	0.010605113	0.064250436
P62141	0.659316594	0.807656294	Insignificant	0.180905994	-0.308186624
P62192	0.532730512	0.868440592	Insignificant	0.273492429	-0.203500934
P62196	0.216095399	0.838869028	Insignificant	0.66535448	-0.253482514
P62242	0.498179111	0.918164306	Insignificant	0.302614487	-0.123175747
P62245	0.090002429	1.161635977	Insignificant	1.045745768	0.216158041
P62254	0.696238291	0.908933496	Insignificant	0.157242096	-0.137753355
P62257	0.332813884	0.870389282	Insignificant	0.477798565	-0.200267303
P62259	0.301834139	0.803761106	Insignificant	0.520231641	-0.315161327
P62264	0.901280774	1.116177113	Insignificant	0.045139893	0.158565969
P62267	0.553307613	1.485244232	Insignificant	0.257033355	0.570700185
P62270	0.626630118	0.854734771	Insignificant	0.202988735	-0.226451282
P62274	0.503967941	1.03683846	Insignificant	0.29759709	0.05219114
P62281	0.373388116	0.591688424	Insignificant	0.427839509	-0.757090426
P62301	0.620503251	1.101037685	Insignificant	0.207255939	0.138863849
P62305	0.909155257	0.940400326	Insignificant	0.041361946	-0.088653056
P62307	0.776969994	0.946444398	Insignificant	0.109595753	-0.079410342
P62309	0.330287341	0.884265	Insignificant	0.481108072	-0.177449308
P62311	0.721004439	1.249838226	Insignificant	0.142062061	0.32174137
P62313	0.641997184	0.585593664	Insignificant	0.192466877	-0.772028152
P62315	0.713614055	0.547575083	Insignificant	0.146536605	-0.868871296
P62317	0.528606472	0.956773765	Insignificant	0.276867524	-0.063750264
P62320	0.401663707	0.745600552	Insignificant	0.396137407	-0.423525167
P62331	0.847551596	0.985198261	Insignificant	0.071833854	-0.021514014
P62334	0.592893543	0.953588798	Insignificant	0.227023279	-0.068560807
P62342	0.769585657	0.7878785	Insignificant	0.113743035	-0.343954928
P62500	0.479072207	0.545026195	Insignificant	0.319599024	-0.875602524
P62627	0.497725052	0.728460205	Insignificant	0.3030105	-0.457077933
P62700	0.266632248	0.108205209	Insignificant	0.574087326	-3.208158137
P62702	0.495701597	0.999636003	Insignificant	0.304779682	-0.000525233
P62715;P63330	0.478753329	1.052346819	Insignificant	0.319888193	0.073610248
P62717	0.417360988	0.898465145	Insignificant	0.379488148	-0.154465558
P62737	0.223182932	0.765449262	Insignificant	0.651339022	-0.385621344
P62743	0.899730887	0.914088231	Insignificant	0.04588737	-0.129594669
P62748	0.18318839	0.670816643	Insignificant	0.737102053	-0.576009613
P62751	0.373321339	0.891161961	Insignificant	0.427917185	-0.166240442
P62754	0.923774898	0.985519593	Insignificant	0.034433843	-0.021043541
P62774	0.650013775	0.956345928	Insignificant	0.18707744	-0.064395533
P62806	0.521336912	0.819991017	Insignificant	0.282881525	-0.286319989
P62814	0.222825067	0.715308388	Insignificant	0.652035954	-0.483362735
P62821	0.109815291	1.05244347	Insignificant	0.959337183	0.073742744
P62827	0.350104219	0.719445556	Insignificant	0.455802655	-0.475042579
P62830	0.995895391	0.992099397	Insignificant	0.001786278	-0.011443425
P62835	0.874134282	0.896675558	Insignificant	0.058421847	-0.157342023
P62843	0.985618843	0.995898405	Insignificant	0.006291002	-0.00592952
P62849	0.43126087	0.996984288	Insignificant	0.365259945	-0.004357326
P62852	0.358706849	1.352521325	Insignificant	0.445260331	0.435651341
P62855	0.401904067	0.848412473	Insignificant	0.395877599	-0.237162264
P62858	0.571169114	1.331284379	Insignificant	0.243235285	0.412818781
P62862	0.63488355	0.981743556	Insignificant	0.197305926	-0.026581871
P62869	0.040060232	0.660880147	Down	1.397286544	-0.597539437
P62876	0.163178905	0.2502073	Insignificant	0.787335987	-1.998804211
P62880	0.773736366	1.27771361	Insignificant	0.111406991	0.353564503
P62889	0.821656147	0.914714026	Insignificant	0.085309891	-0.128607321
P62897	0.650922685	0.956521184	Insignificant	0.186470593	-0.064131175
P62900	0.201426093	1.376721876	Insignificant	0.695884272	0.461237138
P62908	0.941510777	1.037834815	Insignificant	0.026174704	0.053576838
P62911	0.760867841	1.220578471	Insignificant	0.118690771	0.287565049
P62918	0.876507117	0.911033807	Insignificant	0.057244553	-0.134423504
P62960	0.597155032	0.755795119	Insignificant	0.223912904	-0.403932894
P62962	0.299412628	0.718404914	Insignificant	0.523729886	-0.477130876
P62996	0.405694288	0.678475332	Insignificant	0.391801107	-0.559631732
P63001	0.241180475	0.797526357	Insignificant	0.617657854	-0.326395896
P63005	0.203064384	0.558837339	Insignificant	0.692366243	-0.839499676
P63017	0.145675512	0.793120952	Insignificant	0.836613446	-0.3343872
P63024;P63044	0.510012852	0.847758944	Insignificant	0.29241888	-0.238273995
P63028	0.679075993	0.795294648	Insignificant	0.168081623	-0.330438633
P63030	0.24127389	1.182609432	Insignificant	0.617489674	0.241973688
P63037	0.467318096	0.842574809	Insignificant	0.330387401	-0.247123311
P63038	0.018767785	1.07727621	Insignificant	1.726586975	0.107388199
P63073	0.616777965	1.064922604	Insignificant	0.209871151	0.090748583
P63082	0.560489956	1.112270972	Insignificant	0.251432166	0.153508302
P63085	0.498179111	0.747882798	Insignificant	0.302614487	-0.419115895
P63087	0.836048676	0.89721425	Insignificant	0.077768437	-0.156475561
P63094;Q6R0H7	0.607494845	0.952953147	Insignificant	0.216457403	-0.069522811
P63101	0.446697612	0.870676148	Insignificant	0.349986369	-0.199791893
P63147	0.742485825	1.621907395	Insignificant	0.129311833	0.697691449
P63154	0.454966686	1.894830791	Insignificant	0.342020403	0.922069021
P63158	0.868491992	0.894044875	Insignificant	0.061234182	-0.161580848
P63166	0.801269885	1.149971595	Insignificant	0.09622118	0.201598227
P63168	0.416938537	0.516637322	Insignificant	0.379927962	-0.952776227
P63242	0.863714572	0.940278385	Insignificant	0.063629753	-0.088840142
P63254	0.756338585	0.755887119	Insignificant	0.121283743	-0.403757289
P63260	0.539406799	0.237620161	Insignificant	0.268083584	-2.073270846
P63271;Q9Z199	0.75937224	1.675687627	Insignificant	0.119545283	0.744753234
P63276	0.818276317	0.92862837	Insignificant	0.087100018	-0.106826738
P63280	0.444019313	0.730490318	Insignificant	0.35259814	-0.453062943
P63321	0.476892905	0.979966416	Insignificant	0.321579139	-0.029195787
P63323	0.650013775	0.863882481	Insignificant	0.18707744	-0.211093027
P63325	0.29157734	0.86912635	Insignificant	0.535246231	-0.20236217
P63328	0.532708593	0.786414167	Insignificant	0.273510298	-0.346638783
P67778	0.43053811	1.081008657	Insignificant	0.3659884	0.112378077
P67871	0.774945874	1.315427701	Insignificant	0.11072863	0.395531956
P67984	0.591911634	1.32275506	Insignificant	0.227743124	0.403545937
P68037	0.41652621	0.813277127	Insignificant	0.380357665	-0.298181055
P68040	0.576186236	0.961347041	Insignificant	0.23943712	-0.056870765
P68181	0.561328785	0.878765055	Insignificant	0.250782686	-0.186450594
P68254	0.689664896	0.966703206	Insignificant	0.161361879	-0.048855068
P68368	0.997500621	0.985582877	Insignificant	0.001086825	-0.020950903
P68372	0.489189885	0.91810797	Insignificant	0.310522532	-0.123264269
P68510	0.37067038	0.624725991	Insignificant	0.431012117	-0.678704541
P70122	0.29157734	0.988580287	Insignificant	0.535246231	-0.016569957
P70158	0.767370621	1.217803041	Insignificant	0.114994832	0.28428082
P70168	0.333063231	0.798272768	Insignificant	0.477473309	-0.325046298
P70175	0.641650344	6.904503724	Insignificant	0.192701568	2.787537721
P70194	0.907975729	0.867721628	Insignificant	0.04192576	-0.204695807
P70195	0.443528977	1.580141761	Insignificant	0.353078001	0.660053995
P70202	0.665742494	0.61577918	Insignificant	0.176693721	-0.699515005
P70245	0.229590682	0.940065826	Insignificant	0.639045743	-0.089166313
P70248	0.41560287	0.325245803	Insignificant	0.381321462	-1.620397655
P70255	0.559330099	1.184673887	Insignificant	0.252331809	0.244489974
P70266	0.363205057	1.116007222	Insignificant	0.439848113	0.158346364
P70268	0.717002564	0.727721885	Insignificant	0.144479291	-0.458540896
P70271	0.117358597	0.376007328	Insignificant	0.93048509	-1.411167316
P70274	0.430735864	0.65447691	Insignificant	0.365788967	-0.6115858
P70279	0.807827604	2.262356328	Insignificant	0.092681311	1.177826176
P70280	0.351804972	0.777329763	Insignificant	0.453698028	-0.363401339
P70288	0.632467369	0.688133892	Insignificant	0.198961876	-0.539238794
P70290	0.938449154	1.078239547	Insignificant	0.027589253	0.10867773
P70295	0.912582935	0.851509351	Insignificant	0.039727657	-0.231905721
P70296	0.708818918	1.118320346	Insignificant	0.1494647	0.161333512
P70297	0.89437365	1.065745444	Insignificant	0.048481005	0.091862888
P70302	0.14229396	0.741217813	Insignificant	0.846813533	-0.432030543
P70303	0.449327129	0.682511872	Insignificant	0.34743736	-0.551073954
P70313	0.881715925	1.122135106	Insignificant	0.054671315	0.166246389
P70318	0.350598658	0.782510946	Insignificant	0.45518975	-0.353817162
P70333	0.764328402	1.110793914	Insignificant	0.116720002	0.151591178
P70335	0.753180768	0.777405914	Insignificant	0.123100778	-0.363260011
P70336	0.469150094	0.800473388	Insignificant	0.328688192	-0.321074654
P70349	0.860636936	0.954985514	Insignificant	0.065180019	-0.066449246
P70353	0.592893543	0.778643422	Insignificant	0.227023279	-0.360965294
P70362	0.663395243	0.838054204	Insignificant	0.178227647	-0.254884537
P70372	0.436433114	0.945465793	Insignificant	0.360082305	-0.080902833
P70387	0.284263919	1.150835416	Insignificant	0.54627826	0.202681524
P70388	0.704700471	0.585355613	Insignificant	0.151995438	-0.772614742
P70398	0.702880191	0.872334891	Insignificant	0.153118696	-0.197046
P70399	0.807827604	0.613876984	Insignificant	0.092681311	-0.703978516
P70404	0.310492636	1.086212787	Insignificant	0.507948696	0.119306752
P70429	0.16931799	0.333446973	Insignificant	0.771296897	-1.584470744
P70441	0.168891647	1.216007128	Insignificant	0.772391828	0.282151686
P70444	0.865185354	0.986450122	Insignificant	0.062890841	-0.019681989
P70452	0.389721641	0.675808549	Insignificant	0.409245477	-0.565313494
P70460	0.507149379	0.641054896	Insignificant	0.294864102	-0.641480189
P70665	0.581121336	0.828491502	Insignificant	0.235733179	-0.271441196
P70670;Q60817	0.301379771	0.81098692	Insignificant	0.520885901	-0.302249449
P70671	0.844749014	0.987497824	Insignificant	0.073272306	-0.018150526
P70677	0.394960595	0.949724578	Insignificant	0.403446231	-0.074418904
P70691	0.369121569	0.747489972	Insignificant	0.432830577	-0.419873871
P70694	0.16268061	1.227928667	Insignificant	0.788664208	0.296226754
P70697	0.479581119	1.088132295	Insignificant	0.319137923	0.121853969
P70699	0.646182453	0.980034231	Insignificant	0.18964484	-0.029095954
P80313	0.513202429	0.902317904	Insignificant	0.289711297	-0.148292282
P80314	0.301379771	0.822796674	Insignificant	0.520885901	-0.281392133
P80315	0.196688929	0.874842702	Insignificant	0.706220085	-0.192904454
P80316	0.414191861	0.942205185	Insignificant	0.382798439	-0.085886823
P80317	0.500181333	1.011368223	Insignificant	0.30087252	0.016308356
P80318	0.37419945	0.837323541	Insignificant	0.426896855	-0.256142909
P81117	0.395241588	0.491483531	Insignificant	0.403137364	-1.02478502
P81269;Q01147	0.890563119	2.397508236	Insignificant	0.050335294	1.261535771
P82198	0.565584203	0.573720228	Insignificant	0.247502729	-0.801580709
P82343	0.426874764	0.845749603	Insignificant	0.369699519	-0.2416975
P83870	0.892252068	2.015474721	Insignificant	0.049512437	1.011119688
P83882	0.976412592	0.96196389	Insignificant	0.010366629	-0.055945355
P83887	0.810945873	1.329255403	Insignificant	0.091008132	0.410618331
P83917	0.490218923	0.554821137	Insignificant	0.309609929	-0.849905343
P83940	0.865185354	0.880586706	Insignificant	0.062890841	-0.183463031
P84084	0.577503512	0.907235546	Insignificant	0.238445371	-0.140450928
P84089	0.157478885	0.506735663	Insignificant	0.802777668	-0.980694728
P84091	0.337471931	0.971229789	Insignificant	0.471762343	-0.042115424
P84096	0.123312935	0.488274007	Insignificant	0.908991367	-1.034237115
P84099	0.328334523	0.854321089	Insignificant	0.48368345	-0.227149699
P84104	0.483509486	0.900921388	Insignificant	0.315595001	-0.150526868
P85094	0.210145917	1.401076761	Insignificant	0.677479044	0.486536
P97290	0.283919935	0.896778422	Insignificant	0.546804113	-0.15717653
P97298	0.538389433	1.07420469	Insignificant	0.268903473	0.103268925
P97300	0.860636936	1.077307367	Insignificant	0.065180019	0.107429925
P97310	0.337471931	0.274903923	Insignificant	0.471762343	-1.863000601
P97311	0.551512007	0.451074959	Insignificant	0.258445028	-1.148560897
P97325	0.638405111	3.472323652	Insignificant	0.194903644	1.795901426
P97328	0.455924378	1.345915042	Insignificant	0.341107186	0.428587346
P97333	0.445823942	1.085624918	Insignificant	0.350836612	0.11852574
P97351	0.305085788	0.977713672	Insignificant	0.515578024	-0.032516068
P97352	0.87780213	0.94724976	Insignificant	0.05660337	-0.078183226
P97360	0.084124839	3.093322016	Insignificant	1.075075753	1.629157026
P97363	0.175298704	0.353578138	Insignificant	0.756221294	-1.499899022
P97364	0.02331319	1.388650458	Up	1.632398305	0.473683499
P97369	0.350104219	0.279364527	Insignificant	0.455802655	-1.839779252
P97370	0.301834139	0.821580313	Insignificant	0.520231641	-0.283526483
P97371	0.465619543	0.906516645	Insignificant	0.3319688	-0.141594585
P97372	0.52274569	0.852669317	Insignificant	0.281709539	-0.229941752
P97379	0.539127123	0.899815763	Insignificant	0.268308819	-0.152298454
P97384	0.815504267	0.871441028	Insignificant	0.088573762	-0.198525057
P97386	0.942726905	0.856242149	Insignificant	0.025614098	-0.223909241
P97390	0.422797207	0.806214417	Insignificant	0.37386789	-0.310764512
P97393	0.907354977	0.889574968	Insignificant	0.042222774	-0.168811903
P97425;P97426	0.551980527	0.048124488	Insignificant	0.258076243	-4.377084986
P97429	0.407987564	0.685400679	Insignificant	0.389353075	-0.544980474
P97434	0.79114981	0.878392063	Insignificant	0.101741272	-0.187063077
P97447	0.807827604	1.293441799	Insignificant	0.092681311	0.371215138
P97449	0.045444528	0.993656921	Insignificant	1.342518404	-0.009180275
P97450	0.266823963	1.068379177	Insignificant	0.57377517	0.095423763
P97452	0.517364762	0.638548586	Insignificant	0.286203154	-0.647131699
P97461	0.814737234	1.035897342	Insignificant	0.088982436	0.050881038
P97470	0.482194571	0.63056391	Insignificant	0.316777684	-0.665285495
P97471	0.413653024	0.107196932	Insignificant	0.383363796	-3.221664474
P97478	0.091904514	1.218794779	Insignificant	1.036663156	0.285455225
P97493	0.102041977	1.16143102	Insignificant	0.991221136	0.215903471
P97494	0.090002429	0.735853392	Insignificant	1.045745768	-0.442509736
P97742	0.407828092	1.032366031	Insignificant	0.389522862	0.045954577
P97760	0.605930608	0.750579095	Insignificant	0.217577109	-0.413923986
P97765	0.97587656	0.985833821	Insignificant	0.010605113	-0.020583619
P97770	0.784350137	0.78471902	Insignificant	0.105490023	-0.349751926
P97789	0.650922685	0.662277625	Insignificant	0.186470593	-0.594491978
P97792	0.337471931	0.656506915	Insignificant	0.471762343	-0.607117889
P97797	0.528274521	0.126747167	Insignificant	0.277140335	-2.979974591
P97807	0.082282924	1.018906728	Insignificant	1.084690284	0.027021991
P97819	0.770837212	1.0998088	Insignificant	0.113037328	0.137252736
P97821	0.517364762	0.786928882	Insignificant	0.286203154	-0.345694835
P97822	0.745453982	0.667820153	Insignificant	0.127579161	-0.582468464
P97823	0.349429851	1.217165365	Insignificant	0.456639997	0.283525187
P97855	0.36827291	0.925773595	Insignificant	0.433830227	-0.11126868
P97863	0.829340854	1.20239581	Insignificant	0.08126694	0.265911887
P97864	0.468726545	0.875137948	Insignificant	0.329080451	-0.192417648
P97865	0.73295739	0.978671664	Insignificant	0.134921272	-0.031103166
P97872	0.549341218	0.866169991	Insignificant	0.260157814	-0.207277905
P97930	0.692549656	0.677381516	Insignificant	0.159549082	-0.561959475
P98078	0.580244255	0.951539522	Insignificant	0.236389151	-0.071664515
P98083	0.72902781	0.865992944	Insignificant	0.137255904	-0.207572825
P98086	0.58312955	1.698645732	Insignificant	0.23423495	0.764384997
P98192	0.631159424	0.533887369	Insignificant	0.199860929	-0.905392678
P98195	0.565584203	3.585757258	Insignificant	0.247502729	1.842277827
P98203	0.394507822	0.928972914	Insignificant	0.403944382	-0.106291563
P99024	0.349647067	0.637070214	Insignificant	0.45637011	-0.650475709
P99025	0.212299673	1.313821468	Insignificant	0.673050674	0.393769244
P99026	0.172242569	0.85270764	Insignificant	0.763859505	-0.229876912
P99027	0.680472649	0.956829084	Insignificant	0.167189326	-0.063666853
P99028	0.400525661	0.804453657	Insignificant	0.397369654	-0.313918782
P99029	0.353762835	1.068776418	Insignificant	0.451287794	0.095960081
