Index	p_value	Fold_Change	type	-Log10P	Log2FC	
Q61411	0.891963387	1.090676775	Insignificant	0.049652972	0.125223619	
P0DN34	0.952924053	1.090851828	Insignificant	0.020941711	0.125455151	
Q8JZY2	0.900752979	1.090852259	Insignificant	0.045394293	0.125455722	
P61514	0.951716672	1.091087318	Insignificant	0.021492323	0.125766563	
Q505F5	0.68744554	1.091135788	Insignificant	0.162761701	0.125830651	
Q60991	0.947258014	1.091148132	Insignificant	0.023531712	0.125846972	
Q60692	0.79602504	1.091195074	Insignificant	0.099073271	0.125909036	
Q9DBL1	0.415473998	1.091368216	Insignificant	0.381456151	0.126137934	
Q9CWL8	0.958538726	1.091539257	Insignificant	0.018390337	0.126364017	
P12787	0.314870948	1.091895106	Insignificant	0.501867408	0.126834269	
Q9D0T1	0.679776949	1.092124955	Insignificant	0.167633566	0.127137931	
P97364	0.007578181	1.092270991	Insignificant	2.120435023	0.127330832	
P01878	0.69668537	1.092452917	Insignificant	0.15696331	0.127571103	
Q8BYL4	0.808323723	1.092596729	Insignificant	0.092414675	0.127761009	
Q66GT5	0.905823872	1.092757632	Insignificant	0.042956238	0.127973454	
Q64435	0.210267737	1.093310231	Insignificant	0.677227359	0.12870283	
Q91WC0	0.829820348	1.093432245	Insignificant	0.08101592	0.128863826	
Q99LS3	0.990834576	1.093574652	Insignificant	0.003998847	0.129051708	
P42925	0.648791181	1.094053969	Insignificant	0.187895062	0.129683908	
Q99K95	0.534984207	1.094151054	Insignificant	0.271659038	0.129811924	
Q8N7N5	0.345715065	1.094162978	Insignificant	0.461281696	0.129827646	
P98083	0.801582734	1.094210815	Insignificant	0.096051646	0.12989072	
P50136	0.09106748	1.094501825	Insignificant	1.040636679	0.130274361	
Q91WD5	0.045503103	1.094718911	Insignificant	1.341958986	0.13056048	
Q3UQ84	0.898289853	1.095206144	Insignificant	0.046583506	0.131202445	
A2AJL3	0.884091346	1.096009959	Insignificant	0.053502861	0.132260907	
Q9CZX8	0.662103708	1.09603272	Insignificant	0.17907398	0.132290868	
Q8BH60	0.75424311	1.09634732	Insignificant	0.122488649	0.132704913	
Q8R5I6	0.516644056	1.096490518	Insignificant	0.286808563	0.132893336	
Q3UQA7	0.774560378	1.096550465	Insignificant	0.110944723	0.132972209	
P27546	0.455180419	1.096625106	Insignificant	0.341816429	0.133070408	
P28271	0.655691573	1.096713301	Insignificant	0.183300398	0.13318643	
P51863	0.512838181	1.097067607	Insignificant	0.290019649	0.133652435	
P24456	0.567144006	1.097338379	Insignificant	0.246306653	0.134008469	
Q6PE01	0.765294964	1.097544553	Insignificant	0.116171145	0.134279504	
Q91VC9	0.599570389	1.097587443	Insignificant	0.222159824	0.134335882	
Q9CR27	0.984269532	1.097681854	Insignificant	0.006885958	0.134459972	
Q99PG0	0.723157373	1.097777299	Insignificant	0.140767182	0.134585411	
Q9CZU6	0.655691573	1.097881646	Insignificant	0.183300398	0.134722537	
Q9WTQ8	0.923645142	1.098028814	Insignificant	0.03449485	0.134915913	
Q9D0M3	0.294069902	1.098043016	Insignificant	0.531549424	0.134934573	
Q9QXD6	0.334688736	1.09804947	Insignificant	0.475358904	0.134943054	
Q99NH2	0.725026095	1.098144395	Insignificant	0.139646362	0.135067766	
Q06185	0.302765685	1.098652667	Insignificant	0.518893348	0.135735358	
Q61171	0.777143982	1.09866915	Insignificant	0.109498512	0.135757002	
Q5F285	0.784322815	1.098862496	Insignificant	0.105505152	0.136010869	
Q9R0H0	0.326885901	1.098883226	Insignificant	0.485603811	0.136038085	
P00329	0.682495873	1.099173644	Insignificant	0.16589997	0.136419317	
P68372	0.714487167	1.099739641	Insignificant	0.146005567	0.137162012	
Q6PGC1	0.926170125	1.100169607	Insignificant	0.033309232	0.137725953	
Q8VDH1	0.918547757	1.100226145	Insignificant	0.036898259	0.137800091	
Q8K1J6	0.892256026	1.100297134	Insignificant	0.04951051	0.137893174	
Q8C5W0	0.720993833	1.100360795	Insignificant	0.14206845	0.137976643	
P01631	0.964912689	1.100463882	Insignificant	0.015511982	0.138111796	
Q3UM29	0.963689786	1.100479053	Insignificant	0.016062744	0.138131685	
Q07417	0.636309828	1.100574626	Insignificant	0.196331369	0.138256972	
P58871	0.840569322	1.100584513	Insignificant	0.075426464	0.138269933	
Q9CXI5	0.676504318	1.100644131	Insignificant	0.169729427	0.138348081	
Q9CQX8	0.582923358	1.100657174	Insignificant	0.234388542	0.138365177	
Q9CYZ6	0.921151923	1.100707305	Insignificant	0.035668737	0.138430885	
Q64331	0.470341569	1.100949321	Insignificant	0.327586636	0.13874806	
Q9D6S7	0.821982266	1.10143383	Insignificant	0.085137552	0.139382826	
O09158	0.144976021	1.101558521	Insignificant	0.838703825	0.139546141	
Q8R3C6	0.879027806	1.101787074	Insignificant	0.055997387	0.139845443	
Q9D394	0.727387223	1.102011767	Insignificant	0.138234332	0.140139629	
Q62186	0.758088344	1.10243284	Insignificant	0.120280181	0.14069077	
Q03958	0.716420447	1.102467493	Insignificant	0.144832028	0.140736118	
Q91VR2	0.038295346	1.102664891	Insignificant	1.416854007	0.14099441	
Q8CG76	0.286572032	1.102749161	Insignificant	0.542766196	0.141104663	
O88908	0.835801999	1.103027157	Insignificant	0.077896594	0.141468312	
O35945	0.644896443	1.103120208	Insignificant	0.190510019	0.141590012	
Q9D938	0.955005647	1.103287802	Insignificant	0.01999406	0.14180918	
Q9CXK8	0.358707463	1.10340819	Insignificant	0.445259587	0.141966594	
Q9JKF7	0.847734606	1.103412183	Insignificant	0.071740088	0.141971815	
P16331	0.084205678	1.10359009	Insignificant	1.074658622	0.142204407	
P23780	0.194220417	1.103628835	Insignificant	0.711705117	0.142255057	
P50247	0.002215679	1.103635069	Insignificant	2.654493142	0.142263206	
Q8CFV9	0.63886142	1.103683836	Insignificant	0.194593337	0.142326953	
Q8VCH0	0.182294703	1.103927371	Insignificant	0.739225951	0.142645259	
Q8K411	0.718502889	1.103932996	Insignificant	0.143571481	0.142652609	
Q9QYG0	0.391849219	1.104463749	Insignificant	0.406881014	0.143346067	
E9Q3C1	0.566104153	1.104572819	Insignificant	0.247103659	0.143488532	
Q7TQH0	0.863070521	1.104579261	Insignificant	0.063953717	0.143496945	
Q9CQE1	0.514960975	1.10486502	Insignificant	0.288225681	0.143870128	
Q99P27	0.46944132	1.105121545	Insignificant	0.328418687	0.144205051	
Q8R404	0.709644261	1.105449557	Insignificant	0.148959305	0.144633195	
Q68FL6	0.815113695	1.105509765	Insignificant	0.08878181	0.144711769	
Q00897	0.285535697	1.105584059	Insignificant	0.54433959	0.14480872	
Q9CQV5	0.132157171	1.105806166	Insignificant	0.878909267	0.145098521	
Q99LJ1	0.534886946	1.105959922	Insignificant	0.271738001	0.145299106	
Q9D1H6	0.345715065	1.106117694	Insignificant	0.461281696	0.145504901	
Q9JIL4	0.589090135	1.106263442	Insignificant	0.22981825	0.145694986	
Q9JL35	0.804681979	1.10641331	Insignificant	0.094375725	0.145890417	
Q80U72	0.881125208	1.106495474	Insignificant	0.054962374	0.145997551	
Q8BSE0	0.900177846	1.106503563	Insignificant	0.04567168	0.146008097	
Q9QWR8	0.257922794	1.106513176	Insignificant	0.588510275	0.14602063	
Q78J03	0.344963335	1.107088013	Insignificant	0.462227062	0.14676992	
Q91YM4	0.472842496	1.107203548	Insignificant	0.325283499	0.146920471	
Q9CQ65	0.91706443	1.107312989	Insignificant	0.037600151	0.147063067	
P39054	0.436352704	1.107617274	Insignificant	0.360162328	0.147459459	
Q9Z0M5	0.07202141	1.107856109	Insignificant	1.14253838	0.147770513	
Q9Z2G9	0.132157171	1.108169515	Insignificant	0.878909267	0.148178586	
Q8CAK3	0.504560124	1.109618215	Insignificant	0.297087075	0.150063375	
Q91W53	0.97046778	1.109634521	Insignificant	0.013018879	0.150084576	
Q7TMF3	0.637407946	1.109697849	Insignificant	0.195582527	0.15016691	
Q9EPU4	0.955005647	1.110073338	Insignificant	0.01999406	0.150654993	
P55050	0.111957951	1.110185032	Insignificant	0.95094506	0.150800147	
P62077	0.335933289	1.110275839	Insignificant	0.473746958	0.150918147	
Q9D2G2	0.04891129	1.110458053	Insignificant	1.310590886	0.151154897	
P40630	0.455180419	1.110645953	Insignificant	0.341816429	0.151398993	
Q9JHL1	0.654750841	1.110734615	Insignificant	0.183923935	0.151514158	
Q78T54	0.775549663	1.111154313	Insignificant	0.110390387	0.152059187	
Q71LX4	0.530738253	1.111383726	Insignificant	0.275119609	0.15235702	
Q59J78	0.777350483	1.111508622	Insignificant	0.109383127	0.152519139	
Q9ESZ8	0.762344328	1.111681158	Insignificant	0.117848827	0.152743068	
O88428	0.005792481	1.11192868	Insignificant	2.237135392	0.153064256	
Q9QZH6	0.514129496	1.11195818	Insignificant	0.288927479	0.15310253	
Q9CR21	0.883536531	1.112162426	Insignificant	0.053775489	0.153367503	
Q9QX60	0.816847659	1.112226403	Insignificant	0.087858931	0.15345049	
P15105	0.725443522	1.112454341	Insignificant	0.139396393	0.153746124	
Q9CPY7	0.594120203	1.11276736	Insignificant	0.226125679	0.154152008	
Q8R3V5	0.881865612	1.112814578	Insignificant	0.054597592	0.154213225	
Q8CBY8	0.841239591	1.112888157	Insignificant	0.075080297	0.154308612	
Q9QYB1	0.533503799	1.112952158	Insignificant	0.272862484	0.154391577	
P70665	0.911984084	1.113173476	Insignificant	0.040012741	0.154678438	
P15626	0.372682908	1.113543279	Insignificant	0.428660524	0.155157631	
Q8QZR5	0.319416398	1.113595528	Insignificant	0.495642792	0.155225323	
P10630	0.871427907	1.114034629	Insignificant	0.059768536	0.155794079	
Q6PGH1	0.54813994	1.11424452	Insignificant	0.261108552	0.156065865	
Q9D0S9	0.669569794	1.114299907	Insignificant	0.174204147	0.156137577	
Q9DBH5	0.514999314	1.114873973	Insignificant	0.288193349	0.156880635	
A0JNU3	0.518831273	1.115336524	Insignificant	0.284973854	0.157479072	
Q9DCV4	0.183603271	1.116048955	Insignificant	0.736119586	0.158400312	
Q91YJ5	0.358361432	1.116303875	Insignificant	0.445678737	0.158729804	
P62717	0.447695254	1.116337151	Insignificant	0.349017509	0.158772809	
O88543	0.845165995	1.116413187	Insignificant	0.073057985	0.15887107	
Q78PY7	0.458770538	1.116419924	Insignificant	0.33840448	0.158879777	
P46735	0.51852993	1.11646379	Insignificant	0.28522617	0.158936461	
Q9D7N9	0.497828336	1.117004059	Insignificant	0.302920387	0.159634428	
P48962	0.906179416	1.117329409	Insignificant	0.042785807	0.160054581	
Q8C165	0.060303333	1.117787324	Insignificant	1.219658681	0.16064572	
Q9CQ02	0.868219815	1.117811705	Insignificant	0.061370307	0.160677187	
Q99JY4	0.866765599	1.117813404	Insignificant	0.062098334	0.160679381	
G5E8K5	0.790141714	1.118030821	Insignificant	0.10229501	0.16095996	
Q9CPZ8	0.728260641	1.118144789	Insignificant	0.137713161	0.161107015	
Q9D7A6	0.923643326	1.118363603	Insignificant	0.034495704	0.161389314	
Q64459	0.528449008	1.118440751	Insignificant	0.276996913	0.161488832	
Q9R049	0.711528374	1.118563504	Insignificant	0.147807777	0.161647164	
Q61176	0.344963335	1.118858918	Insignificant	0.462227062	0.162028131	
Q9CY57	0.775549663	1.119536676	Insignificant	0.110390387	0.162901791	
Q9DC29	0.126110253	1.120337014	Insignificant	0.899249603	0.163932782	
Q9CS42	0.91706443	1.120342123	Insignificant	0.037600151	0.16393936	
Q9D8B3	0.800562925	1.120826523	Insignificant	0.096604527	0.164563001	
A6H611	0.801582734	1.120971439	Insignificant	0.096051646	0.164749521	
Q69ZS7	0.739765545	1.121111514	Insignificant	0.1309059	0.164929786	
P11531	0.762344328	1.121539377	Insignificant	0.117848827	0.165480274	
A2ADY9	0.608782148	1.121762788	Insignificant	0.215538091	0.165767631	
Q2TBE6	0.850126476	1.122064475	Insignificant	0.070516458	0.166155577	
Q78JT3	0.144976021	1.122379477	Insignificant	0.838703825	0.166560534	
Q8BYU6	0.686060709	1.122565392	Insignificant	0.163637452	0.166799488	
Q9Z2I0	0.335933289	1.122745607	Insignificant	0.473746958	0.167031078	
Q8VCR7	0.314716413	1.123221109	Insignificant	0.502080608	0.167641953	
P62137	0.953652757	1.123393076	Insignificant	0.020609731	0.167862816	
Q9JHS4	0.486799279	1.123647195	Insignificant	0.312650074	0.168189127	
Q8BJ03	0.954238294	1.123760106	Insignificant	0.020343159	0.168334091	
Q62165	0.725443522	1.123760814	Insignificant	0.139396393	0.168334999	
Q9EP75	0.835253375	1.123940482	Insignificant	0.078181761	0.16856564	
Q7TQ95	0.800562925	1.124066897	Insignificant	0.096604527	0.168727898	
Q9ES00	0.494510879	1.124991704	Insignificant	0.305824149	0.169914362	
P38647	0.353367625	1.125083703	Insignificant	0.451773242	0.170032338	
P42125	0.318301349	1.125535499	Insignificant	0.497161521	0.17061156	
Q791V5	0.362837559	1.125650247	Insignificant	0.440287764	0.170758634	
B7ZMP1	0.73399613	1.125827263	Insignificant	0.13430623	0.17098549	
Q91VH2	0.851374272	1.125865719	Insignificant	0.069879478	0.171034768	
P54775	0.838918257	1.125894708	Insignificant	0.076280354	0.171071915	
Q4KMM3	0.901451123	1.126079274	Insignificant	0.045057816	0.171308394	
P54923	0.723157373	1.126673904	Insignificant	0.140767182	0.172070013	
P97450	0.358866289	1.126845169	Insignificant	0.445067336	0.1722893	
Q3UEG6	0.070987374	1.126855442	Insignificant	1.148818887	0.172302452	
Q8R1T4	0.825162127	1.127681147	Insignificant	0.083460713	0.173359202	
P31230	0.733592197	1.127707962	Insignificant	0.134545297	0.173393507	
Q8BMS1	0.294069902	1.127768245	Insignificant	0.531549424	0.173470626	
P53702	0.624748627	1.127909702	Insignificant	0.20429469	0.173651573	
Q6P8X1	0.655691573	1.128402001	Insignificant	0.183300398	0.174281129	
Q8K4F5	0.400232041	1.128421604	Insignificant	0.397688147	0.174306192	
Q00724	0.472842496	1.128546646	Insignificant	0.325283499	0.17446605	
P47757	0.723894911	1.128642983	Insignificant	0.140324476	0.174589199	
Q61419	0.714487167	1.128681459	Insignificant	0.146005567	0.17463838	
Q8BN21	0.723894911	1.128948163	Insignificant	0.140324476	0.174979245	
Q9CQL4	0.718502889	1.129112801	Insignificant	0.143571481	0.175189622	
B2RXS4	0.800625142	1.129122004	Insignificant	0.096570776	0.175201381	
O35658	0.041464572	1.129246626	Insignificant	1.382322811	0.175360603	
Q8CCB4	0.615912346	1.129300728	Insignificant	0.21048109	0.175429721	
Q99L88	0.714487167	1.129390121	Insignificant	0.146005567	0.175543916	
Q91XL9	0.881230379	1.129453599	Insignificant	0.054910539	0.175625002	
Q9WU19	0.484453194	1.129767986	Insignificant	0.314748177	0.176026525	
P49935	0.373408336	1.130059688	Insignificant	0.427815991	0.176398976	
P70699	0.376602693	1.130512103	Insignificant	0.424116579	0.176976437	
Q5IRJ6	0.779279712	1.130562215	Insignificant	0.10830663	0.177040386	
Q9WVT6	0.401972781	1.130701185	Insignificant	0.395803354	0.177217713	
Q7TN29	0.890446809	1.130715848	Insignificant	0.050392018	0.177236422	
Q8R4X3	0.923698501	1.131342779	Insignificant	0.034469761	0.17803611	
Q9Z2D6	0.937385324	1.131484009	Insignificant	0.02808185	0.178216195	
Q99KN2	0.385218569	1.131662624	Insignificant	0.414292786	0.17844392	
Q6NVF9	0.730261717	1.132136428	Insignificant	0.136521466	0.179047821	
Q9D554	0.632545804	1.132644938	Insignificant	0.198908021	0.179695675	
Q91X44	0.715441468	1.132795767	Insignificant	0.145425891	0.17988778	
P47911	0.42938304	1.133050538	Insignificant	0.367155113	0.180212212	
P63082	0.849188798	1.133091693	Insignificant	0.070995744	0.180264613	
Q8R2Y8	0.685881697	1.133205047	Insignificant	0.163750786	0.180408932	
P03911	0.718502889	1.134020992	Insignificant	0.143571481	0.181447347	
O88653	0.373408336	1.134182178	Insignificant	0.427815991	0.181652391	
Q8BUY9	0.955005647	1.1342118	Insignificant	0.01999406	0.181690071	
O54909	0.722586323	1.134891395	Insignificant	0.141110263	0.182554244	
Q8BH95	0.243138504	1.134929429	Insignificant	0.61414626	0.182602592	
O09173	0.569677097	1.134997677	Insignificant	0.24437124	0.182689345	
Q8CGK3	0.244881082	1.135016888	Insignificant	0.611044764	0.182713764	
Q8CGF5	0.552660781	1.135213941	Insignificant	0.257541354	0.182964211	
Q9CXT8	0.726042749	1.135603067	Insignificant	0.139037807	0.183458651	
Q6NTA4;Q80X95	0.761247475	1.13592242	Insignificant	0.118474135	0.183864307	
Q8BLN5	0.244394102	1.136091506	Insignificant	0.61190928	0.184079041	
O35955	0.617308876	1.136292575	Insignificant	0.209497479	0.184334351	
Q9JLQ2	0.404728369	1.136445736	Insignificant	0.392836354	0.184528799	
Q9CXN7	0.775337365	1.137361661	Insignificant	0.110509286	0.185691078	
P61971	0.538915564	1.137381245	Insignificant	0.268479273	0.185715919	
P51658	0.495577877	1.137606676	Insignificant	0.304888089	0.186001836	
Q8VCU1	0.675993029	1.138375603	Insignificant	0.170057783	0.186976649	
Q9CR39	0.670647664	1.138377201	Insignificant	0.173505584	0.186978674	
Q9CR26	0.766333603	1.139740502	Insignificant	0.11558213	0.188705386	
Q9CXS4	0.779463566	1.139897078	Insignificant	0.10820418	0.188903568	
P28063	0.473740009	1.139914995	Insignificant	0.324459936	0.188926244	
Q9CZ42	0.674874876	1.14024926	Insignificant	0.170776739	0.189349234	
Q9CQN1	0.429927524	1.140988916	Insignificant	0.36660475	0.190284777	
Q71RI9	0.31105721	1.141343623	Insignificant	0.507159728	0.190733207	
Q9DCG9	0.92189847	1.141388577	Insignificant	0.035316906	0.19079003	
Q8QZR1	0.850617632	1.141507994	Insignificant	0.070265619	0.190940963	
Q8R2Y0	0.344963335	1.141597294	Insignificant	0.462227062	0.19105382	
P28474	0.36018162	1.141776409	Insignificant	0.443478453	0.19128016	
Q9DBW0	0.814549479	1.141994732	Insignificant	0.08908253	0.191555996	
Q8JZN7	0.58105466	1.142124839	Insignificant	0.235783012	0.191720352	
Q9DCQ2	0.474166705	1.142455514	Insignificant	0.324068945	0.19213799	
Q64464	0.651917009	1.142990109	Insignificant	0.185807688	0.19281292	
Q9CQQ7	0.128898483	1.143084981	Insignificant	0.889752195	0.192932663	
A2BDX3	0.792308097	1.143353843	Insignificant	0.101105906	0.193271955	
Q9DC50	0.182294703	1.143703975	Insignificant	0.739225951	0.193713687	
Q9JII5	0.879101217	1.14377151	Insignificant	0.055961119	0.193798876	
P48024	0.904219765	1.143874868	Insignificant	0.043726004	0.193929239	
Q9CYH2	0.796646122	1.144344662	Insignificant	0.098734554	0.194521639	
Q91VA6	0.902886274	1.144433222	Insignificant	0.044366949	0.194633283	
P03930	0.579139175	1.145247649	Insignificant	0.237217057	0.195659601	
Q9CYV5	0.762377068	1.145647202	Insignificant	0.117830176	0.19616284	
O35387	0.896515761	1.145995884	Insignificant	0.047442071	0.196601862	
Q9CZN7	0.156519819	1.146373963	Insignificant	0.805430664	0.197077748	
Q9R1S7	0.402092697	1.146785282	Insignificant	0.395673815	0.197595294	
Q8C7X2	0.648444678	1.146915801	Insignificant	0.18812707	0.197759482	
P45952	0.440326636	1.1470298	Insignificant	0.356225043	0.197902873	
P99029	0.402092697	1.147296659	Insignificant	0.395673815	0.19823848	
Q9CQA3	0.244394102	1.1473383	Insignificant	0.61190928	0.198290842	
Q9CR41	0.87162913	1.147594856	Insignificant	0.059668264	0.198613407	
Q6GQT9	0.689052536	1.147978437	Insignificant	0.161747664	0.199095543	
P22315	0.376602693	1.148073223	Insignificant	0.424116579	0.199214658	
Q8JZZ0	0.583577733	1.148177989	Insignificant	0.233901287	0.199346304	
Q91XC9	0.462293114	1.148645851	Insignificant	0.335082576	0.199934057	
Q9CY58	0.557926512	1.148829999	Insignificant	0.253423001	0.200165328	
Q9R008	0.007954059	1.148902143	Insignificant	2.099411184	0.200255923	
Q8VD31	0.655691573	1.149435026	Insignificant	0.183300398	0.200924917	
Q8CHP8	0.715441468	1.149530062	Insignificant	0.145425891	0.201044195	
P43024	0.770145583	1.149826311	Insignificant	0.113427171	0.201415949	
P47738	0.355664273	1.149979811	Insignificant	0.448959758	0.201608533	
Q3U487	0.571670189	1.150107994	Insignificant	0.242854454	0.201769335	
Q9JI75	0.432015995	1.150654909	Insignificant	0.364500174	0.202455222	
Q8BFZ3	0.929450363	1.150956698	Insignificant	0.031773799	0.202833557	
Q9CQG1	0.534029462	1.150977819	Insignificant	0.272434783	0.202860031	
P11881	0.887673801	1.151011092	Insignificant	0.051746598	0.202901737	
Q62241	0.789066726	1.151020222	Insignificant	0.10288627	0.20291318	
Q80ZS3	0.533554245	1.151042168	Insignificant	0.272821421	0.202940686	
P52760	0.641008654	1.15135745	Insignificant	0.193136107	0.203335802	
Q283N4	0.021088433	1.151444202	Insignificant	1.675955689	0.203444501	
Q9D816	0.512838181	1.152238245	Insignificant	0.290019649	0.204439049	
Q9ERG0	0.71691473	1.152614934	Insignificant	0.144532496	0.204910617	
P39039	0.847356469	1.153288517	Insignificant	0.071933851	0.205753476	
Q8BKZ9	0.206733025	1.153386166	Insignificant	0.684590141	0.205875623	
Q791T5	0.575691372	1.153462231	Insignificant	0.239810279	0.205970765	
Q921L3	0.680283172	1.153480601	Insignificant	0.167310272	0.205993741	
Q99JT9	0.681651842	1.153598153	Insignificant	0.166437387	0.20614076	
Q3UBX0	0.832254541	1.154004577	Insignificant	0.079743827	0.206648946	
Q62417	0.866952975	1.154196257	Insignificant	0.062004459	0.206888558	
Q924M7	0.843807019	1.154298097	Insignificant	0.073756866	0.207015848	
Q9D1H8	0.347647096	1.154395917	Insignificant	0.458861394	0.207138103	
Q6PB66	0.141839105	1.154482931	Insignificant	0.848204019	0.207246843	
P11688	0.508108294	1.154518778	Insignificant	0.294043716	0.207291639	
Q8K0C4	0.020837792	1.155246547	Insignificant	1.681148297	0.208200777	
O55013	0.847356469	1.155286237	Insignificant	0.071933851	0.208250342	
Q9Z239	0.756501945	1.15560261	Insignificant	0.121189951	0.208645367	
O08547	0.478687483	1.155626244	Insignificant	0.319947929	0.208674873	
Q9DBA8	0.195030018	1.155633333	Insignificant	0.70989854	0.208683723	
P51881	0.063471303	1.155696216	Insignificant	1.197422583	0.208762224	
Q9D0D3	0.907740369	1.156089894	Insignificant	0.04203835	0.209253582	
Q8K1M6	0.861560679	1.15645795	Insignificant	0.06471413	0.209712809	
Q91WL5	0.878592742	1.156612057	Insignificant	0.056212389	0.209905046	
P62852	0.727013035	1.157163568	Insignificant	0.138457802	0.210592808	
Q9DB20	0.165606637	1.157244972	Insignificant	0.780922262	0.210694294	
P61082	0.801582734	1.157431362	Insignificant	0.096051646	0.210926641	
P70694	0.338418637	1.157545941	Insignificant	0.470545728	0.211069452	
P01592	0.921878694	1.157944899	Insignificant	0.035326222	0.211566604	
Q01279	0.577893856	1.158320237	Insignificant	0.238151923	0.212034165	
Q9CQJ6	0.713815085	1.158507651	Insignificant	0.146414278	0.212267571	
Q8CDG3	0.688890828	1.158712817	Insignificant	0.161849597	0.212523044	
P52196	0.059106733	1.158713781	Insignificant	1.228363044	0.212524244	
Q8BH86	0.324738559	1.158818597	Insignificant	0.48846614	0.212654742	
Q3B7Z2	0.677138084	1.159061479	Insignificant	0.16932276	0.212957092	
Q8JZQ2	0.534178895	1.159570447	Insignificant	0.272313275	0.213590471	
Q9DBE0	0.039971357	1.159591195	Insignificant	1.398251107	0.213616284	
Q8R164	0.095403709	1.159775609	Insignificant	1.020434742	0.213845703	
P59729	0.664760891	1.159849195	Insignificant	0.177334539	0.213937236	
Q3UCV8	0.858145645	1.160136725	Insignificant	0.066438997	0.21429484	
Q91YT0	0.502790673	1.160204864	Insignificant	0.298612787	0.214379572	
O88696	0.63262278	1.160232734	Insignificant	0.198855173	0.214414228	
P02468	0.768266223	1.16026227	Insignificant	0.11448826	0.214450954	
P07309	0.709035791	1.160542142	Insignificant	0.149331842	0.214798911	
Q148V7	0.784649753	1.160549144	Insignificant	0.105324158	0.214807616	
Q9D5J6	0.516644056	1.160605716	Insignificant	0.286808563	0.214877939	
Q922D4	0.619306418	1.161632732	Insignificant	0.208094419	0.216154011	
Q63829	0.296475925	1.161926128	Insignificant	0.528010567	0.216518349	
P14869	0.555718468	1.161952628	Insignificant	0.25514517	0.216551252	
Q99JX3	0.831771287	1.162344194	Insignificant	0.079996076	0.217037343	
Q9JHW2	0.017477017	1.162567081	Insignificant	1.757532693	0.217313963	
Q810J8	0.893051325	1.162961431	Insignificant	0.049123581	0.217803252	
P62918	0.730261717	1.163035952	Insignificant	0.136521466	0.217895695	
Q8BJ64	0.320217464	1.16400016	Insignificant	0.494554987	0.219091257	
Q9QXY1	0.688890828	1.164033521	Insignificant	0.161849597	0.219132605	
Q8BH00	0.261469603	1.16429237	Insignificant	0.582578793	0.219453385	
Q8R2Q4	0.445693987	1.164351333	Insignificant	0.350963225	0.219526444	
Q9D7A8	0.072286458	1.164522137	Insignificant	1.140943057	0.219738065	
Q8QZR3	0.546233735	1.164619457	Insignificant	0.262621481	0.219858627	
Q8R0J8	0.723676737	1.164968028	Insignificant	0.140455388	0.220290362	
Q9D0K1	0.73399613	1.165022025	Insignificant	0.13430623	0.22035723	
Q8K183	0.465042192	1.165091277	Insignificant	0.332507643	0.220442984	
P63038	0.035509183	1.165096836	Insignificant	1.449659315	0.220449868	
Q8CAQ8	0.167397604	1.165460159	Insignificant	0.776250762	0.220899687	
Q9D0R8	0.883536531	1.165633657	Insignificant	0.053775489	0.22111444	
P10649	0.129082331	1.1658278	Insignificant	0.889133201	0.221354709	
P06801	0.570281234	1.166451539	Insignificant	0.243910919	0.222126371	
Q61112	0.908402489	1.166617054	Insignificant	0.041721685	0.222331069	
Q3THG9	0.625724418	1.167060517	Insignificant	0.203616897	0.222879373	
Q8QZY2	0.555739026	1.167906102	Insignificant	0.255129104	0.223924288	
Q9CWS0	0.67867645	1.168197336	Insignificant	0.16833722	0.224283999	
P00186	0.184979576	1.16827351	Insignificant	0.73287622	0.22437807	
Q8BP48	0.775548236	1.168301412	Insignificant	0.110391186	0.224412525	
Q8BFS6	0.823165371	1.168535841	Insignificant	0.084512908	0.224701985	
Q99MR8	0.092030163	1.168793288	Insignificant	1.03606981	0.225019798	
Q60866	0.523924689	1.168967589	Insignificant	0.280731136	0.22523493	
Q9D6U8	0.68744554	1.168982161	Insignificant	0.162761701	0.225252914	
Q9DBY1	0.800573132	1.169011233	Insignificant	0.096598989	0.225288793	
E9PVA8	0.656053508	1.169178002	Insignificant	0.183060738	0.22549459	
P50285	0.167974152	1.169184733	Insignificant	0.774757544	0.225502896	
Q99LC5	0.111124013	1.169386617	Insignificant	0.954192083	0.225751986	
Q9DCF9	0.926170125	1.169494991	Insignificant	0.033309232	0.225885682	
Q8CEI1	0.385218569	1.169730074	Insignificant	0.414292786	0.226175653	
Q8R0Y8	0.66163927	1.170122831	Insignificant	0.179378726	0.226659982	
Q499E6	0.948569036	1.170259859	Insignificant	0.022931056	0.226828919	
Q9JLJ2	0.192841797	1.170591741	Insignificant	0.714798831	0.227238005	
Q9DC69	0.491352238	1.171459577	Insignificant	0.308607061	0.228307173	
Q8K2C6	0.386783006	1.17168849	Insignificant	0.412532615	0.22858906	
P56657	0.491352238	1.171933804	Insignificant	0.308607061	0.228891082	
P42128	0.947258014	1.171947797	Insignificant	0.023531712	0.228908308	
Q71KT5	0.003382441	1.172226813	Insignificant	2.470769755	0.229251742	
Q9Z1F9	0.763681946	1.173346918	Insignificant	0.117087476	0.230629632	
Q9DCG6	0.221121594	1.173364509	Insignificant	0.655368843	0.230651261	
P08249	0.075986491	1.173717938	Insignificant	1.119263609	0.231085749	
Q9D0I9	0.443998162	1.173986324	Insignificant	0.352618827	0.231415602	
Q8R2E9	0.530856124	1.174119138	Insignificant	0.275023168	0.231578806	
